Code,Entity,Total_Deaths,Total_Cases,Population,Continent,Death_per_mill,Population_Density,Cases_per_mill,Cumulative_Pos_Rate,Total_Tests,GDP_Per_Cap,Resp_Death_Rate,Median_Age,Contact_Tracing,INT_Travel_Controls,Physicians_Per_1000_ppl,Percent_Urbanization,Life_Expectancy,HC_Expenditure_Per_Capita,Stay_Home_Req,Gathering_Restrictions,Internal_Movement_Restrict,Tests_per_mill
KWT,Kuwait,1563,273991,4270563,Asia,365.994,232.128395061728,64158.051,11.799999999999999,2326703,65531,7.962512753975936,33.700001,0.8630705394190872,0.4004149377593361,2.608,100.0,75.489,2320,0.37136929460580914,0.26556016597510373,0.33402489626556015,0.5448234811194683
KGZ,Kyrgyzstan,1604,95275,6524191,Asia,245.854,32.3331595411887,14603.343,-1,-1,3393,37.504850263573644,26.299999,0.14959016393442623,0.5737704918032787,1.854,35.944,71.45,215,0.39344262295081966,0.7561475409836066,0.42213114754098363,-1
LVA,Latvia,2131,118558,1886202,Europe,1129.784,31.2116436153104,62855.41,5.3,2245899,25064,9.918852062461974,43.900002,0.2648870636550308,0.3860369609856263,3.209,68.021,75.292,940,0.0,0.39014373716632444,0.0,1.1906990873724024
LBN,Lebanon,7278,526578,6825442,Asia,1066.305,594.560801564027,77149.289,-1,-1,13368,22.39537613681232,31.1,0.0,0.3394683026584867,2.38,88.266,78.93,987,0.6175869120654397,0.625,0.523517382413088,-1
LSO,Lesotho,316,10731,2142252,Africa,147.508,73.5618906455863,5009.215,-1,-1,2851,100.44390618635087,22.200001,0.0,0.6047008547008547,0.069,27.317,54.331,276,0.31196581196581197,0.31196581196581197,0.1047008547008547,-1
LBR,Liberia,85,2099,5057677,Africa,16.806,49.1269310631229,415.013,-1,-1,753,32.44988118200663,19.200001,0.23236514522821577,0.23858921161825727,0.023,50.254,64.104,98,0.3381742738589212,0.2551867219917012,0.3381742738589212,-1
LBY,Libya,3029,177508,6871287,Africa,440.82,3.62288780022051,25833.297,-1,-1,17882,31.40294372788387,29.0,0.0,0.7894736842105263,2.092,79.54,72.913,806,0.728421052631579,0.8294736842105264,0.8294736842105264,-1
LTU,Lithuania,3923,247269,2722291,Europe,1441.066,45.1352114924182,90831.215,8.6,2859711,29524,12.259929352359856,43.5,0.6331967213114754,0.23770491803278687,4.379,67.366,75.933,1718,0.2540983606557377,0.5799180327868853,0.23565573770491804,1.0504795409454757
LUX,Luxembourg,796,67205,625976,Europe,1271.614,231.44749034749,107360.346,2.5,2673129,94278,22.13042155591263,39.700001,0.8773006134969326,0.4948875255623722,2.921,90.46,82.25,6812,0.4498977505112474,0.4212678936605317,0.17586912065439672,4.270337840428387
MDG,Madagascar,643,37014,27691019,Africa,23.221,43.9513492609144,1336.679,20.1,184336,1416,71.33665865094537,19.6,0.0,0.8084210526315789,0.143,35.856,67.041,44,0.2863157894736842,0.0,0.8021052631578948,0.006656887563437084
MWI,Malawi,1148,34078,19129955,Africa,60.011,197.519134493,1781.395,15.0,225576,1095,36.91992537825495,18.1,0.7049180327868853,0.42650103519668736,0.019,16.506,64.263,93,0.10245901639344263,0.08418891170431211,0.0,0.011791768459465796
MYS,Malaysia,1506,408713,32365998,Asia,46.53,96.2540374372242,12627.851,4.3,9404236,26808,27.797832949456733,29.9,0.8957055214723927,0.852760736196319,1.533,74.84,76.156,1040,0.36809815950920244,0.3721881390593047,0.656441717791411,0.290559123188477
MLI,Mali,484,13858,20250834,Africa,23.9,15.1959776756079,684.317,-1,-1,2014,62.48264065718402,16.4,0.787321063394683,0.261758691206544,0.085,40.783,59.306,108,0.0,0.0,0.07566462167689161,-1
MLT,Malta,413,30292,441539,Europe,935.365,1454.0375,68605.491,3.5000000000000004,867282,36513,18.205306776813014,42.400002,0.950920245398773,0.8588957055214724,3.908,94.48,82.53,3072,0.1411042944785276,0.5807770961145194,0.2392638036809816,1.9642251307359033
MRT,Mauritania,455,18402,4649660,Africa,97.857,4.28852624429999,3957.709,7.1,254282,3598,34.26221194626119,20.299999,0.7289915966386554,0.3592436974789916,0.068,51.962,64.925,148,0.40336134453781514,0.23319327731092437,0.21638655462184875,0.05468829978966204
MUS,Mauritius,17,1209,1271767,Africa,13.367,622.962068965517,950.646,-1,-1,20293,34.86638442945653,37.400002,0.7402862985685071,0.5276073619631901,2.003,40.91,74.991,896,0.2331288343558282,0.11247443762781185,0.10633946830265849,-1
MEX,Mexico,216907,2344755,128932753,North America,1682.327,66.4437233467939,18185.876,37.8,6224308,17336,33.17282589130267,29.299999,0.24539877300613497,0.37014314928425357,2.231,79.577,75.054,1122,0.6748466257668712,0.0,0.8179959100204499,0.04827561542876541
MDA,Moldova,5812,250837,4033963,Europe,1440.767,123.654509353119,62181.284,-1,-1,5190,16.10744729069011,37.599998,0.5081632653061224,0.6,3.198,42.511,71.901,514,0.2163265306122449,0.6836734693877551,0.23469387755102042,-1
MNG,Mongolia,115,37285,3278292,Asia,35.079,1.97974136821236,11373.3,1.3,2697804,11841,21.330605877074767,28.6,0.8159509202453987,0.9468302658486708,3.262,68.297,69.87,565,0.31901840490797545,0.5623721881390593,0.6973415132924335,0.8229297451233752
MAR,Morocco,9023,511249,36910558,Africa,244.456,80.0797221599821,13851.023,8.9,5750626,7485,27.94189369341116,29.6,0.08506224066390042,0.8506224066390041,0.618,61.36,76.68,447,0.7489626556016598,0.26141078838174275,0.8278008298755186,0.1557989451148368
MOZ,Mozambique,814,69917,31255435,Africa,26.043,37.7283679645973,2236.955,13.5,518615,1136,40.48166800554807,17.700001,0.8346938775510204,0.18571428571428572,0.055,34.926,60.854,79,0.22448979591836735,0.0,0.27346938775510204,0.016592794181236
MMR,Myanmar,3209,142817,54409794,Asia,58.978,81.7213955411282,2624.84,-1,-1,5592,150.25825656484795,29.1,0.2905982905982906,0.7817047817047817,0.568,30.082,67.134,103,0.7837837837837838,0.4095634095634096,0.6361746361746362,-1
NAM,Namibia,642,48351,2540916,Africa,252.665,3.0776445723864,19028.964,12.5,388574,9542,51.47298970591852,22.0,0.841648590021692,0.2863247863247863,0.374,47.961,63.708,869,0.2863247863247863,0.0811965811965812,0.3504273504273504,0.1529267398056449
NPL,Nepal,3279,323187,29136808,Asia,112.538,204.429703522846,11092.052,12.8,2458565,2443,131.36838471635505,25.0,0.5296523517382413,0.5971370143149284,0.598,18.942,70.778,137,0.4171779141104294,0.3067484662576687,0.38650306748466257,0.08438003915871635
NLD,Netherlands,17398,1522973,17134873,Europe,1015.356,508.544197091125,88881.487,16.8,8861243,48473,27.369373081035416,43.200001,0.4053497942386831,0.8518518518518519,3.478,90.635,82.283,5202,0.2962962962962963,0.6707818930041153,0.0,0.5171466984319055
NZL,New Zealand,26,2609,4822233,Oceania,5.392,18.2062967604724,541.865,0.1,2018845,36086,26.03353240208942,37.900002,0.8796680497925311,0.9336099585062241,3.061,86.4,82.288,4018,0.14730290456431536,0.21940928270042195,0.1683991683991684,0.41865355738721044
NIC,Nicaragua,182,6898,6624554,North America,27.474,51.6667857736414,1041.278,-1,-1,5321,20.285571883440895,27.299999,0.0,0.0,0.914,58.09,74.485,445,0.0,0.0,0.0,-1
NER,Niger,191,5228,24206636,Africa,7.89,16.9553548590827,215.974,-1,-1,926,48.313970651429216,15.1,0.0,0.29894736842105263,0.019,16.29,62.42,54,0.0,0.0,0.0968421052631579,-1
NGA,Nigeria,2063,165110,206139587,Africa,10.008,209.587833371762,800.962,8.6,1912628,5338,25.979309787769072,18.1,0.8796680497925311,0.2987551867219917,0.395,48.683,54.687,217,0.8174273858921162,0.07676348547717843,0.25311203319502074,0.009278314892519892
NOR,Norway,756,112970,5421242,Europe,139.451,14.4621363742146,20838.398,2.1999999999999997,5141301,64800,24.891343031594598,39.700001,0.6851851851851852,0.5164609053497943,4.385,81.485,82.404,6347,0.0,0.4094650205761317,0.0720164609053498,0.948362201871822
OMN,Oman,2010,193253,5106622,Asia,393.607,14.979844911147,37843.608,-1,-1,37961,12.802847350707069,30.700001,0.081799591002045,0.5828220858895705,1.915,82.5,77.861,1442,0.5194274028629857,0.8445807770961146,0.46830265848670755,-1
PAK,Pakistan,16316,761437,220892331,Asia,81.293,255.572793430884,3737.201,7.000000000000001,11788126,5035,82.1709589634478,23.5,0.4831223628691983,0.2552742616033755,0.978,36.234,67.273,129,0.679324894514768,0.7151898734177216,0.2320675105485232,0.053365936004360424
PSE,Palestine,3249,296462,5101416,Asia,636.882,778.202159468439,58113.669,-1,-1,4450,20.23739614966172,20.4,0.0,0.6934156378600823,1.88,75.628,74.053,282,0.7880658436213992,0.22633744855967078,0.8683127572016461,-1
PAN,Panama,6232,364576,4314768,North America,1444.342,55.1329970406242,84494.925,15.299999999999999,2391210,22267,18.728403169865842,29.700001,0.5071574642126789,0.5419222903885481,1.594,67.027,78.506,1677,0.7505112474437627,0.17177914110429449,0.5971370143149284,0.5541920214481983
PNG,Papua New Guinea,107,10997,8947027,Oceania,11.959,18.2201165923243,1229.123,-1,-1,3823,350.71919692270995,22.6,0.8319502074688797,0.3236514522821577,0.055,13.05,64.501,109,0.24688796680497926,0.15975103734439833,0.24688796680497926,-1
PRY,Paraguay,6385,279077,7132530,South America,895.194,17.1439642587465,39127.35,25.4,1090523,8827,22.061244500124094,26.5,0.7131147540983607,0.5040983606557377,1.286,61.026,74.254,873,0.8442622950819673,0.33811475409836067,0.3729508196721312,0.15289427454213303
PER,Peru,61477,1799445,32971846,South America,1864.53,25.12928515625,54575.197,51.0,3195388,12237,23.634420819325094,29.1,0.6550308008213552,0.5975359342915811,1.116,77.539,76.736,656,0.8480492813141683,0.7782340862422998,0.7186858316221766,0.09691262054299295
PHL,Philippines,17234,1037460,109581085,Asia,157.272,351.873394372338,9467.51,9.3,11150256,7599,56.26133259505543,25.200001,0.8423236514522822,0.6182572614107884,0.6,46.475,71.231,329,0.7219917012448133,0.6493775933609959,0.37344398340248963,0.1017534732385612
POL,Poland,67502,2792142,37846605,Europe,1783.568,124.027045298671,73775.23,20.0,13978843,27216,16.060779904356515,41.799999,0.0,0.8477366255144033,2.29,60.178,78.73,1570,0.018518518518518517,0.5267489711934157,0.1337448559670782,0.3693552697791519
PRT,Portugal,16974,836493,10196707,Europe,1664.655,112.370700289286,82035.602,8.0,10587689,27937,22.389730469509878,46.200001,0.2546201232032854,0.8583162217659137,4.426,64.086,82.049,2690,0.5605749486652978,0.839835728952772,0.21765913757700206,1.0383439477078238
QAT,Qatar,458,205652,2881060,Asia,158.969,227.322222222222,71380.672,10.8,1903912,116936,13.618611613855,31.9,0.8629856850715747,0.6605316973415133,1.964,99.015,80.227,3071,0.05725971370143149,0.3476482617586912,0.0736196319018405,0.6608373307046712
ROU,Romania,26232,1029304,19237682,Europe,1461.143,85.1292550417246,54854.062,14.399999999999999,7365132,23313,19.206782138418536,43.0,0.38729508196721313,0.6413934426229508,2.669,53.9,76.054,1079,0.4651639344262295,0.5040983606557377,0.4733606557377049,0.38284924347954186
RUS,Russia,108290,4750755,145934460,Europe,742.045,8.82311723790932,32554.031,3.6999999999999997,129182804,24766,16.26806691235463,39.599998,0.6908713692946058,0.8672199170124482,3.975,74.164,72.584,1836,0.1991701244813278,0.3215767634854772,0.3506224066390041,0.8852111009284579
RWA,Rwanda,335,25116,12952209,Africa,25.864,494.868544791244,1939.129,1.9,1303996,1854,45.20153204280398,20.299999,0.8627049180327869,0.3360655737704918,0.064,17.056,69.024,125,0.7684426229508197,0.2151639344262295,0.6229508196721312,0.10067749833252382
SAU,Saudi Arabia,6957,417363,34813867,Asia,199.834,15.3223083328294,11988.413,2.5,16969267,49045,24.55858342258996,31.9,0.9366053169734151,0.8486707566462167,2.568,83.401,75.133,2466,0.1411042944785276,0.08793456032719836,0.2147239263803681,0.4874283859359835
SEN,Senegal,1107,40344,16743930,Africa,66.114,82.3277774892225,2409.47,8.200000000000001,491202,2471,44.58677678578598,18.700001,0.7955010224948875,0.8016359918200409,0.068,46.296,67.941,107,0.3456032719836401,0.10020449897750511,0.16768916155419222,0.029336123598223355
SRB,Serbia,6362,689557,6804596,Europe,934.956,80.291195975303,101336.949,18.0,3839381,14049,25.89174703542113,41.200001,0.8670756646216768,0.13701431492842536,2.463,55.81,76.001,1312,0.1083844580777096,0.6993865030674846,0.12269938650306748,0.5642334974772932
SYC,Seychelles,28,5873,98340,Africa,284.726,208.354347826087,59721.375,-1,-1,26382,28.2980728979345,36.200001,0.8486707566462167,0.7382413087934561,0.984,55.831,73.402,844,0.2065439672801636,0.33537832310838445,0.06952965235173825,-1
SLE,Sierra Leone,79,4054,7976985,Africa,9.903,104.699528955389,508.212,-1,-1,1390,46.631939644995974,19.1,0.6825726141078838,0.2551867219917012,0.024,41.228,54.696,224,0.17012448132780084,0.006224066390041493,0.16182572614107885,-1
SGP,Singapore,30,61145,5850343,Asia,5.128,7915.73060648801,10451.524,0.6,9536636,85535,9.519675087833642,42.400002,0.9611451942740287,0.9550102249488752,2.276,100.0,83.62,4047,0.147239263803681,0.25153374233128833,0.147239263803681,1.6300986113121914
SVK,Slovakia,11684,382211,5459643,Europe,2140.067,113.128394959032,70006.592,1.0999999999999999,34499173,30155,12.41468973050476,41.200001,1.0,0.23858921161825727,3.45,53.806,77.542,2179,0.4004149377593361,0.4004149377593361,0.34439834024896265,6.318943015138536
SVN,Slovenia,4250,240292,2078932,Europe,2044.319,102.61906653426,115584.348,20.4,1178789,31401,12.984646848156729,44.5,0.45435684647302904,0.42738589211618255,2.82,54.02,81.324,2698,0.36099585062240663,0.49377593360995853,0.42531120331950206,0.5670166219962942
SOM,Somalia,713,13915,15893219,Africa,44.862,23.5000526030542,875.531,-1,-1,309,58.317316606053694,16.799999,0.0,0.32432432432432434,0.029,43.816,57.397,33,0.07692307692307693,0.2079002079002079,0.09355509355509356,-1
ZAF,South Africa,54350,1581210,59308690,Africa,916.392,46.754285337444,26660.68,14.899999999999999,10654870,12295,46.89228250439601,27.299999,0.8650306748466258,0.49693251533742333,0.818,65.341,64.131,1148,0.7423312883435583,0.1554192229038855,0.3128834355828221,0.1796510764274173
KOR,South Korea,1801,114646,51269183,Asia,35.713,527.966772671317,2391.963,1.4000000000000001,8765781,35938,18.132144563374528,43.400002,0.9159836065573771,0.5778688524590164,2.326,81.562,83.033,2531,0.05737704918032787,0.5532786885245902,0.0860655737704918,0.17097563267196983
ESP,Spain,78216,3524077,46754783,Europe,1672.898,93.1049519201935,75373.615,8.7,39533769,34272,26.1310760575871,45.5,0.049079754601226995,0.8588957055214724,3.872,79.84,83.565,2966,0.5950920245398773,0.7505112474437627,0.621676891615542,0.8455556087170804
LKA,Sri Lanka,678,108146,21413250,Asia,31.663,341.955031095519,5050.424,3.9,2770955,11669,60.70072826564338,34.099998,0.9262295081967213,0.3483606557377049,0.881,18.311,76.978,369,0.5163934426229508,0.45081967213114754,0.47540983606557374,0.12940375701960236
SDN,Sudan,2349,33944,43849269,Africa,53.57,23.2584175084175,774.106,-1,-1,4467,37.451733835057176,19.700001,0.0,0.5359477124183006,0.28,34.121,65.311,282,0.188911704312115,0.08008213552361396,0.28952772073921973,-1
SUR,Suriname,204,10363,586634,South America,347.747,3.61155128205128,17665.188,-1,-1,13767,23.06990495981527,29.6,0.0,0.721881390593047,1.21,66.04,71.682,979,0.787321063394683,0.6912065439672802,0.3456032719836401,-1
SWE,Sweden,14048,973604,10099270,Europe,1390.992,24.7176450369497,96403.403,-1,-1,46949,18.209631232879435,41.0,0.10655737704918032,0.8401639344262295,4.188,86.852,82.797,5219,0.0,0.32786885245901637,0.0,-1
CHE,Switzerland,10632,659974,8654618,Europe,1228.477,214.242762425347,76256.861,10.100000000000001,6541927,57410,13.9888387696448,43.099998,0.7293388429752066,0.8305785123966942,4.248,73.739,83.779,6468,0.0,0.5289256198347108,0.0,0.7558885903456397
SYR,Syria,1592,22733,17500657,Asia,90.968,0,1298.98,-1,-1,870,27.44461797864926,21.700001,0.0,0.41922290388548056,1.546,52.835,72.697,376,0.21721311475409835,0.0,0.8241308793456033,-1
TJK,Tajikistan,90,13308,9537642,Asia,9.436,64.2812891790238,1395.313,-1,-1,2897,32.04678560470777,23.299999,0.0,0.8713692946058091,1.714,26.851,71.097,185,0.006224066390041493,0.0,0.06431535269709543,-1
TZA,Tanzania,21,509,59734213,Africa,0.352,64.6985990065478,8.521,-1,-1,2683,29.119311192470484,17.700001,0.0,0.130879345603272,0.022,32.333,65.456,137,0.0,0.0,0.0,-1
THA,Thailand,203,65153,69799978,Asia,2.908,135.131854215193,933.424,1.2,4351770,16278,21.66793124158559,40.099998,0.5145228215767634,0.5186721991701245,0.47,48.448,77.15,600,0.012448132780082987,0.13432835820895522,0.4190871369294606,0.06234629472232785
TLS,Timor,3,766,1318442,Asia,2.275,87.176260928043,1726.28,-1,-1,6570,67.95712220605712,18.0,0.8713692946058091,0.7593360995850622,0.078,29.85,69.495,102,0.2697095435684647,0.3257261410788382,0.14522821576763487,-1
TGO,Togo,123,12967,8278737,Africa,14.857,143.366317337746,1566.302,4.2,310120,1430,44.87334464027209,19.4,0.42213114754098363,0.4057377049180328,0.053,40.628,61.042,76,0.19467213114754098,0.0,0.5737704918032787,0.03745982026002276
TTO,Trinidad and Tobago,169,10824,1399491,North America,120.758,266.885964912281,7734.241,7.8,131207,28763,14.981836624981565,36.200001,0.8481012658227848,0.8270042194092827,1.821,53.25,73.507,1816,0.14767932489451477,0.5675105485232067,0.2088607594936709,0.09375337176159046
TUN,Tunisia,10722,309119,11818618,Africa,907.213,74.2284178681771,26155.258,23.7,1305372,10849,23.258349018152373,32.700001,0.5280172413793104,0.5905349794238683,1.289,68.346,76.699,785,0.5370370370370371,0.5823045267489712,0.46502057613168724,0.11045047737391969
TUR,Turkey,40131,4820591,84339067,Asia,475.829,104.914075594766,57157.272,10.2,47261999,25129,35.96667427071842,31.6,0.7733887733887734,0.5592515592515592,1.749,74.134,77.691,1036,0.5384615384615384,0.3097713097713098,0.367983367983368,0.5603808612205776
UGA,Uganda,342,41866,45741000,Africa,7.477,213.759016556952,915.284,4.1000000000000005,1017854,1698,38.723604346933136,16.4,0.0918580375782881,0.24425887265135698,0.093,22.624,63.368,133,0.7181628392484343,0.46764091858037576,0.4488517745302714,0.02225255241468267
UKR,Ukraine,41534,1999567,43733759,Europe,1050.058,77.3898375597715,48568.201,22.5,9418779,7894,14.427160968242012,41.400002,0.7397540983606558,0.25153374233128833,3.0,69.154,72.065,584,0.0,0.18200408997955012,0.6196319018404908,0.2153663260457442
ARE,United Arab Emirates,1587,520236,9890400,Asia,160.459,112.441925837321,52600.097,1.2,44054915,67293,43.90580541970211,34.0,0.9363449691991786,0.29713114754098363,1.558,85.965,77.972,2405,0.08333333333333333,0.6659836065573771,0.2889344262295082,4.45431074577368
GBR,United Kingdom,127775,4432246,67886004,Europe,1882.199,272.898247426942,65289.54,2.9000000000000004,152743200,39753,33.08354832350077,40.799999,0.26954732510288065,0.26337448559670784,2.825,82.886,81.321,3377,0.37037037037037035,0.8292181069958847,0.6563786008230452,2.249995448251749
USA,United States,576328,32346971,331002647,North America,1741.158,35.6077645937324,97724.206,7.8,418273496,54225,34.04965511241712,38.299999,0.0,0.8755102040816326,2.568,81.862,78.862,9403,0.5061224489795918,0.7040816326530612,0.7653061224489796,1.2636560456267287
URY,Uruguay,2616,198428,3473727,South America,753.082,19.7505999314364,57122.508,10.9,1802140,20551,34.17233676414985,35.599998,0.0,0.8417721518987342,3.736,95.144,77.911,1792,0.023206751054852322,0.2510548523206751,0.05907172995780591,0.5187914882200012
UZB,Uzbekistan,649,90808,33469199,Asia,19.391,76.1335213916314,2713.181,-1,-1,6253,24.3913060887612,28.200001,0.6032719836400818,0.5725971370143149,2.451,50.65,71.725,340,0.2883435582822086,0.06952965235173825,0.16973415132924335,-1
VUT,Vanuatu,1,3,307150,Oceania,3.256,22.6615258408532,13.023,-1,-1,2922,103.71293684111741,23.1,0.2777777777777778,0.8261758691206544,0.186,25.062,70.474,150,0.0,0.2065439672801636,0.130879345603272,-1
VEN,Venezuela,2136,197683,28435943,South America,75.116,36.2531205713962,6951.871,-1,-1,16745,22.72039294833598,29.0,0.0,0.8545081967213115,2.2,88.165,72.064,923,0.8381147540983607,0.7274590163934426,0.8114754098360656,-1
VNM,Vietnam,35,2928,97338583,Asia,0.36,308.126552068888,30.081,-1,-1,6172,45.28797014686148,32.599998,0.6742738589211619,0.9356846473029046,0.821,34.51,75.4,390,0.5394190871369294,0.13692946058091288,0.4979253112033195,-1
YEM,Yemen,1226,6317,29825968,Asia,41.105,53.5076235392162,211.795,-1,-1,1479,46.73786758238683,20.299999,0.0,0.7382413087934561,0.311,35.394,66.125,202,0.4437627811860941,0.0,0.2085889570552147,-1
ZMB,Zambia,1251,91586,18383956,Africa,68.048,22.9948344745019,4981.844,6.6000000000000005,1400235,3689,40.688138610972665,17.700001,0.6372950819672131,0.07377049180327869,0.091,42.438,63.886,195,0.0471311475409836,0.4959016393442623,0.04918032786885246,0.07616614182496956
ZWE,Zimbabwe,1567,38257,14862927,Africa,105.43,42.7294920511826,2573.988,7.8,493004,1900,59.2232550739677,19.6,0.0,0.4209445585215606,0.077,32.296,61.49,115,0.7207392197125256,0.11498973305954825,0.6919917864476386,0.033170047864730816
